dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1861-12-01,24.918000000000003,1.9380000000000002,Alagoinhas,Brazil,12.05S,37.81W
1862-01-01,24.65,1.489,Alagoinhas,Brazil,12.05S,37.81W
1862-02-01,25.495,1.694,Alagoinhas,Brazil,12.05S,37.81W
1862-03-01,25.796,1.175,Alagoinhas,Brazil,12.05S,37.81W
1862-04-01,25.098000000000003,1.171,Alagoinhas,Brazil,12.05S,37.81W
1862-05-01,24.918000000000003,1.3769999999999998,Alagoinhas,Brazil,12.05S,37.81W
1862-06-01,23.500999999999998,1.2409999999999999,Alagoinhas,Brazil,12.05S,37.81W
1862-07-01,22.959,1.291,Alagoinhas,Brazil,12.05S,37.81W
1862-08-01,22.709,1.19,Alagoinhas,Brazil,12.05S,37.81W
1862-09-01,23.183000000000003,1.3259999999999998,Alagoinhas,Brazil,12.05S,37.81W
1862-10-01,24.483,1.5190000000000001,Alagoinhas,Brazil,12.05S,37.81W
1862-11-01,25.011,1.3980000000000001,Alagoinhas,Brazil,12.05S,37.81W
1862-12-01,24.46,1.5119999999999998,Alagoinhas,Brazil,12.05S,37.81W
1863-01-01,27.078000000000003,1.881,Alagoinhas,Brazil,12.05S,37.81W
1863-02-01,26.535,2.002,Alagoinhas,Brazil,12.05S,37.81W
1863-03-01,26.022,1.19,Alagoinhas,Brazil,12.05S,37.81W
1863-04-01,25.862,1.402,Alagoinhas,Brazil,12.05S,37.81W
1863-05-01,24.6,1.3519999999999999,Alagoinhas,Brazil,12.05S,37.81W
1863-06-01,23.735,1.214,Alagoinhas,Brazil,12.05S,37.81W
1863-07-01,22.956999999999997,1.249,Alagoinhas,Brazil,12.05S,37.81W
1863-08-01,22.678,1.19,Alagoinhas,Brazil,12.05S,37.81W
1863-09-01,22.843000000000004,1.52,Alagoinhas,Brazil,12.05S,37.81W
1863-10-01,24.164,1.114,Alagoinhas,Brazil,12.05S,37.81W
1863-11-01,24.92,1.156,Alagoinhas,Brazil,12.05S,37.81W
1863-12-01,25.386,1.383,Alagoinhas,Brazil,12.05S,37.81W
1864-01-01,25.554,1.274,Alagoinhas,Brazil,12.05S,37.81W
1864-02-01,25.623,1.547,Alagoinhas,Brazil,12.05S,37.81W
1864-03-01,25.596,1.2770000000000001,Alagoinhas,Brazil,12.05S,37.81W
1864-04-01,25.090999999999998,1.25,Alagoinhas,Brazil,12.05S,37.81W
1864-05-01,24.783,1.089,Alagoinhas,Brazil,12.05S,37.81W
1864-06-01,23.98,1.26,Alagoinhas,Brazil,12.05S,37.81W
1864-07-01,23.304,1.153,Alagoinhas,Brazil,12.05S,37.81W
1864-08-01,23.087,1.202,Alagoinhas,Brazil,12.05S,37.81W
1864-09-01,23.936999999999998,1.3259999999999998,Alagoinhas,Brazil,12.05S,37.81W
1864-10-01,24.516,1.078,Alagoinhas,Brazil,12.05S,37.81W
1864-11-01,25.031999999999996,1.244,Alagoinhas,Brazil,12.05S,37.81W
1864-12-01,24.992,1.493,Alagoinhas,Brazil,12.05S,37.81W
1865-01-01,26.805,1.2229999999999999,Alagoinhas,Brazil,12.05S,37.81W
1865-02-01,25.171000000000006,1.494,Alagoinhas,Brazil,12.05S,37.81W
1865-03-01,25.056,1.22,Alagoinhas,Brazil,12.05S,37.81W
1865-04-01,25.035999999999998,1.217,Alagoinhas,Brazil,12.05S,37.81W
1865-05-01,24.705,1.244,Alagoinhas,Brazil,12.05S,37.81W
1865-06-01,23.673,1.369,Alagoinhas,Brazil,12.05S,37.81W
1865-07-01,23.213,1.157,Alagoinhas,Brazil,12.05S,37.81W
1865-08-01,23.239,1.1520000000000001,Alagoinhas,Brazil,12.05S,37.81W
1865-09-01,23.622,1.351,Alagoinhas,Brazil,12.05S,37.81W
1865-10-01,24.761999999999997,1.128,Alagoinhas,Brazil,12.05S,37.81W
1865-11-01,25.671,1.44,Alagoinhas,Brazil,12.05S,37.81W
1865-12-01,24.871,1.713,Alagoinhas,Brazil,12.05S,37.81W
1866-01-01,26.551,1.214,Alagoinhas,Brazil,12.05S,37.81W
1866-02-01,25.358,1.429,Alagoinhas,Brazil,12.05S,37.81W
1866-03-01,25.031999999999996,1.973,Alagoinhas,Brazil,12.05S,37.81W
1866-04-01,25.088,1.296,Alagoinhas,Brazil,12.05S,37.81W
1866-05-01,24.679,1.255,Alagoinhas,Brazil,12.05S,37.81W
1866-06-01,23.419,1.0490000000000002,Alagoinhas,Brazil,12.05S,37.81W
1866-07-01,23.51,1.185,Alagoinhas,Brazil,12.05S,37.81W
1866-08-01,23.586,1.311,Alagoinhas,Brazil,12.05S,37.81W
1866-09-01,23.997,1.06,Alagoinhas,Brazil,12.05S,37.81W
1866-10-01,24.365,1.0170000000000001,Alagoinhas,Brazil,12.05S,37.81W
1866-11-01,25.814,1.159,Alagoinhas,Brazil,12.05S,37.81W
1866-12-01,26.214000000000002,1.4080000000000001,Alagoinhas,Brazil,12.05S,37.81W
1867-01-01,25.685,2.005,Alagoinhas,Brazil,12.05S,37.81W
1867-02-01,25.971,1.273,Alagoinhas,Brazil,12.05S,37.81W
1867-03-01,25.699,1.345,Alagoinhas,Brazil,12.05S,37.81W
1867-04-01,26.155,1.4409999999999998,Alagoinhas,Brazil,12.05S,37.81W
1867-05-01,24.46,1.045,Alagoinhas,Brazil,12.05S,37.81W
1867-06-01,24.171,1.0959999999999999,Alagoinhas,Brazil,12.05S,37.81W
1867-07-01,23.283,1.158,Alagoinhas,Brazil,12.05S,37.81W
1867-08-01,23.514,1.1440000000000001,Alagoinhas,Brazil,12.05S,37.81W
1867-09-01,24.031999999999996,1.045,Alagoinhas,Brazil,12.05S,37.81W
1867-10-01,24.845,1.167,Alagoinhas,Brazil,12.05S,37.81W
1867-11-01,26.047,2.052,Alagoinhas,Brazil,12.05S,37.81W
1867-12-01,26.389,1.5730000000000002,Alagoinhas,Brazil,12.05S,37.81W
1868-01-01,25.967,1.371,Alagoinhas,Brazil,12.05S,37.81W
1868-02-01,25.682,1.6980000000000002,Alagoinhas,Brazil,12.05S,37.81W
1868-03-01,26.063000000000002,1.297,Alagoinhas,Brazil,12.05S,37.81W
1868-04-01,25.498,1.163,Alagoinhas,Brazil,12.05S,37.81W
1868-05-01,25.22,1.197,Alagoinhas,Brazil,12.05S,37.81W
1868-06-01,24.499,1.607,Alagoinhas,Brazil,12.05S,37.81W
1868-07-01,24.328000000000003,1.6640000000000001,Alagoinhas,Brazil,12.05S,37.81W
1868-08-01,23.939,1.34,Alagoinhas,Brazil,12.05S,37.81W
1868-09-01,24.2,1.217,Alagoinhas,Brazil,12.05S,37.81W
1868-10-01,25.332,1.19,Alagoinhas,Brazil,12.05S,37.81W
1868-11-01,25.593000000000004,1.3730000000000002,Alagoinhas,Brazil,12.05S,37.81W
1868-12-01,26.3,1.635,Alagoinhas,Brazil,12.05S,37.81W
1869-01-01,26.462,1.594,Alagoinhas,Brazil,12.05S,37.81W
1869-02-01,27.166,1.423,Alagoinhas,Brazil,12.05S,37.81W
1869-03-01,26.057,1.29,Alagoinhas,Brazil,12.05S,37.81W
1869-04-01,25.846,1.396,Alagoinhas,Brazil,12.05S,37.81W
1869-05-01,25.368,1.3,Alagoinhas,Brazil,12.05S,37.81W
1869-06-01,25.011999999999997,2.001,Alagoinhas,Brazil,12.05S,37.81W
1869-07-01,24.028000000000002,1.406,Alagoinhas,Brazil,12.05S,37.81W
1869-08-01,23.805,1.159,Alagoinhas,Brazil,12.05S,37.81W
1869-09-01,24.428,1.037,Alagoinhas,Brazil,12.05S,37.81W
1869-10-01,25.053,1.044,Alagoinhas,Brazil,12.05S,37.81W
1869-11-01,25.812,1.085,Alagoinhas,Brazil,12.05S,37.81W
1869-12-01,25.381,1.2819999999999998,Alagoinhas,Brazil,12.05S,37.81W
1870-01-01,26.191999999999997,1.32,Alagoinhas,Brazil,12.05S,37.81W
1870-02-01,25.991000000000003,1.4609999999999999,Alagoinhas,Brazil,12.05S,37.81W
1870-03-01,26.096,1.244,Alagoinhas,Brazil,12.05S,37.81W
1870-04-01,25.781999999999996,1.33,Alagoinhas,Brazil,12.05S,37.81W
1870-05-01,25.461,1.214,Alagoinhas,Brazil,12.05S,37.81W
1870-06-01,24.840999999999998,1.1,Alagoinhas,Brazil,12.05S,37.81W
1870-07-01,24.021,1.124,Alagoinhas,Brazil,12.05S,37.81W
1870-08-01,23.45,1.135,Alagoinhas,Brazil,12.05S,37.81W
1870-09-01,24.066,1.217,Alagoinhas,Brazil,12.05S,37.81W
1870-10-01,25.54,1.511,Alagoinhas,Brazil,12.05S,37.81W
1870-11-01,25.712,1.381,Alagoinhas,Brazil,12.05S,37.81W
1870-12-01,25.211,1.6159999999999999,Alagoinhas,Brazil,12.05S,37.81W
1871-01-01,25.776,1.3459999999999999,Alagoinhas,Brazil,12.05S,37.81W
1871-02-01,25.785,1.4780000000000002,Alagoinhas,Brazil,12.05S,37.81W
1871-03-01,26.682,1.341,Alagoinhas,Brazil,12.05S,37.81W
1871-04-01,26.261,1.119,Alagoinhas,Brazil,12.05S,37.81W
1871-05-01,24.89,1.141,Alagoinhas,Brazil,12.05S,37.81W
1871-06-01,23.94,1.04,Alagoinhas,Brazil,12.05S,37.81W
1871-07-01,23.326999999999998,1.1420000000000001,Alagoinhas,Brazil,12.05S,37.81W
1871-08-01,23.689,1.069,Alagoinhas,Brazil,12.05S,37.81W
1871-09-01,24.22,1.072,Alagoinhas,Brazil,12.05S,37.81W
1871-10-01,25.256,1.093,Alagoinhas,Brazil,12.05S,37.81W
1871-11-01,25.069000000000003,1.153,Alagoinhas,Brazil,12.05S,37.81W
1871-12-01,25.666,1.166,Alagoinhas,Brazil,12.05S,37.81W
1872-01-01,26.16,2.423,Alagoinhas,Brazil,12.05S,37.81W
1872-02-01,26.344,1.635,Alagoinhas,Brazil,12.05S,37.81W
1872-03-01,26.717,1.5419999999999998,Alagoinhas,Brazil,12.05S,37.81W
1872-04-01,25.295,1.1079999999999999,Alagoinhas,Brazil,12.05S,37.81W
1872-05-01,24.865,1.091,Alagoinhas,Brazil,12.05S,37.81W
1872-06-01,23.544,1.23,Alagoinhas,Brazil,12.05S,37.81W
1872-07-01,23.188000000000002,1.315,Alagoinhas,Brazil,12.05S,37.81W
1872-08-01,23.63,1.1059999999999999,Alagoinhas,Brazil,12.05S,37.81W
1872-09-01,24.534000000000002,1.215,Alagoinhas,Brazil,12.05S,37.81W
1872-10-01,24.82,1.186,Alagoinhas,Brazil,12.05S,37.81W
1872-11-01,25.392,1.234,Alagoinhas,Brazil,12.05S,37.81W
1872-12-01,25.336,1.9040000000000001,Alagoinhas,Brazil,12.05S,37.81W
1873-01-01,26.15,1.43,Alagoinhas,Brazil,12.05S,37.81W
1873-02-01,26.555999999999997,1.429,Alagoinhas,Brazil,12.05S,37.81W
1873-03-01,26.016,1.213,Alagoinhas,Brazil,12.05S,37.81W
1873-04-01,25.355,1.3630000000000002,Alagoinhas,Brazil,12.05S,37.81W
1873-05-01,25.41,1.389,Alagoinhas,Brazil,12.05S,37.81W
1873-06-01,24.213,1.068,Alagoinhas,Brazil,12.05S,37.81W
1873-07-01,23.802,1.15,Alagoinhas,Brazil,12.05S,37.81W
1873-08-01,23.745,1.069,Alagoinhas,Brazil,12.05S,37.81W
1873-09-01,24.096999999999998,1.255,Alagoinhas,Brazil,12.05S,37.81W
1873-10-01,25.23,1.0270000000000001,Alagoinhas,Brazil,12.05S,37.81W
1873-11-01,25.572,1.1059999999999999,Alagoinhas,Brazil,12.05S,37.81W
1873-12-01,26.293000000000003,1.256,Alagoinhas,Brazil,12.05S,37.81W
1874-01-01,26.824,1.5090000000000001,Alagoinhas,Brazil,12.05S,37.81W
1874-02-01,26.678,1.238,Alagoinhas,Brazil,12.05S,37.81W
1874-03-01,26.03,1.3259999999999998,Alagoinhas,Brazil,12.05S,37.81W
1874-04-01,25.967,1.052,Alagoinhas,Brazil,12.05S,37.81W
1874-05-01,25.031999999999996,1.169,Alagoinhas,Brazil,12.05S,37.81W
1874-06-01,23.87,1.41,Alagoinhas,Brazil,12.05S,37.81W
1874-07-01,22.995,1.358,Alagoinhas,Brazil,12.05S,37.81W
1874-08-01,23.075,1.693,Alagoinhas,Brazil,12.05S,37.81W
1874-09-01,24.404,1.0290000000000001,Alagoinhas,Brazil,12.05S,37.81W
1874-10-01,25.336,1.0270000000000001,Alagoinhas,Brazil,12.05S,37.81W
1874-11-01,25.159000000000002,1.526,Alagoinhas,Brazil,12.05S,37.81W
1874-12-01,25.269000000000002,1.591,Alagoinhas,Brazil,12.05S,37.81W
1875-01-01,25.581,1.238,Alagoinhas,Brazil,12.05S,37.81W
1875-02-01,25.843000000000004,1.25,Alagoinhas,Brazil,12.05S,37.81W
1875-03-01,25.541,1.296,Alagoinhas,Brazil,12.05S,37.81W
1875-04-01,25.025,1.3159999999999998,Alagoinhas,Brazil,12.05S,37.81W
1875-05-01,24.426,1.217,Alagoinhas,Brazil,12.05S,37.81W
1875-06-01,23.753,1.242,Alagoinhas,Brazil,12.05S,37.81W
1875-07-01,22.913,1.574,Alagoinhas,Brazil,12.05S,37.81W
1875-08-01,22.836,1.27,Alagoinhas,Brazil,12.05S,37.81W
1875-09-01,23.436999999999998,1.12,Alagoinhas,Brazil,12.05S,37.81W
1875-10-01,24.629,1.0190000000000001,Alagoinhas,Brazil,12.05S,37.81W
1875-11-01,24.469,1.1540000000000001,Alagoinhas,Brazil,12.05S,37.81W
1875-12-01,25.98,2.028,Alagoinhas,Brazil,12.05S,37.81W
1876-01-01,25.928,1.249,Alagoinhas,Brazil,12.05S,37.81W
1876-02-01,25.772,1.315,Alagoinhas,Brazil,12.05S,37.81W
1876-03-01,26.264,1.3459999999999999,Alagoinhas,Brazil,12.05S,37.81W
1876-04-01,25.471999999999998,1.09,Alagoinhas,Brazil,12.05S,37.81W
1876-05-01,24.525,1.159,Alagoinhas,Brazil,12.05S,37.81W
1876-06-01,23.779,1.0659999999999998,Alagoinhas,Brazil,12.05S,37.81W
1876-07-01,22.971,1.511,Alagoinhas,Brazil,12.05S,37.81W
1876-08-01,23.004,1.168,Alagoinhas,Brazil,12.05S,37.81W
1876-09-01,23.844,1.149,Alagoinhas,Brazil,12.05S,37.81W
1876-10-01,24.876,1.0659999999999998,Alagoinhas,Brazil,12.05S,37.81W
1876-11-01,24.932,1.186,Alagoinhas,Brazil,12.05S,37.81W
1876-12-01,24.864,1.4280000000000002,Alagoinhas,Brazil,12.05S,37.81W
1877-01-01,25.418000000000003,1.669,Alagoinhas,Brazil,12.05S,37.81W
1877-02-01,26.123,1.317,Alagoinhas,Brazil,12.05S,37.81W
1877-03-01,26.285,1.6019999999999999,Alagoinhas,Brazil,12.05S,37.81W
1877-04-01,25.633000000000003,1.09,Alagoinhas,Brazil,12.05S,37.81W
1877-05-01,24.868,1.068,Alagoinhas,Brazil,12.05S,37.81W
1877-06-01,23.986,1.301,Alagoinhas,Brazil,12.05S,37.81W
1877-07-01,24.239,1.31,Alagoinhas,Brazil,12.05S,37.81W
1877-08-01,24.05,1.063,Alagoinhas,Brazil,12.05S,37.81W
1877-09-01,24.537,1.031,Alagoinhas,Brazil,12.05S,37.81W
1877-10-01,25.093000000000004,1.165,Alagoinhas,Brazil,12.05S,37.81W
1877-11-01,26.296,1.147,Alagoinhas,Brazil,12.05S,37.81W
1877-12-01,25.656,1.8219999999999998,Alagoinhas,Brazil,12.05S,37.81W
1878-01-01,26.035,1.524,Alagoinhas,Brazil,12.05S,37.81W
1878-02-01,27.64,1.69,Alagoinhas,Brazil,12.05S,37.81W
1878-03-01,28.101,1.287,Alagoinhas,Brazil,12.05S,37.81W
1878-04-01,26.892,1.446,Alagoinhas,Brazil,12.05S,37.81W
1878-05-01,24.668000000000003,1.136,Alagoinhas,Brazil,12.05S,37.81W
1878-06-01,24.893,1.492,Alagoinhas,Brazil,12.05S,37.81W
1878-07-01,24.395,1.2830000000000001,Alagoinhas,Brazil,12.05S,37.81W
1878-08-01,23.816999999999997,1.1320000000000001,Alagoinhas,Brazil,12.05S,37.81W
1878-09-01,24.576,1.111,Alagoinhas,Brazil,12.05S,37.81W
1878-10-01,25.479,1.058,Alagoinhas,Brazil,12.05S,37.81W
1878-11-01,26.364,1.161,Alagoinhas,Brazil,12.05S,37.81W
1878-12-01,25.98,1.3259999999999998,Alagoinhas,Brazil,12.05S,37.81W
1879-01-01,26.49,1.426,Alagoinhas,Brazil,12.05S,37.81W
1879-02-01,26.441999999999997,1.214,Alagoinhas,Brazil,12.05S,37.81W
1879-03-01,26.026,1.224,Alagoinhas,Brazil,12.05S,37.81W
1879-04-01,25.258000000000003,1.06,Alagoinhas,Brazil,12.05S,37.81W
1879-05-01,24.229,1.167,Alagoinhas,Brazil,12.05S,37.81W
1879-06-01,23.396,1.6059999999999999,Alagoinhas,Brazil,12.05S,37.81W
1879-07-01,23.259,1.258,Alagoinhas,Brazil,12.05S,37.81W
1879-08-01,22.837,1.057,Alagoinhas,Brazil,12.05S,37.81W
1879-09-01,23.671,1.143,Alagoinhas,Brazil,12.05S,37.81W
1879-10-01,24.805,1.402,Alagoinhas,Brazil,12.05S,37.81W
1879-11-01,25.276,1.1340000000000001,Alagoinhas,Brazil,12.05S,37.81W
1879-12-01,24.973000000000003,1.3719999999999999,Alagoinhas,Brazil,12.05S,37.81W
1880-01-01,25.668000000000003,1.4,Alagoinhas,Brazil,12.05S,37.81W
1880-02-01,25.673,1.207,Alagoinhas,Brazil,12.05S,37.81W
1880-03-01,26.383000000000003,1.2690000000000001,Alagoinhas,Brazil,12.05S,37.81W
1880-04-01,25.523000000000003,1.41,Alagoinhas,Brazil,12.05S,37.81W
1880-05-01,25.375,1.2590000000000001,Alagoinhas,Brazil,12.05S,37.81W
1880-06-01,24.339,1.199,Alagoinhas,Brazil,12.05S,37.81W
1880-07-01,23.831999999999997,1.412,Alagoinhas,Brazil,12.05S,37.81W
1880-08-01,24.27,1.5719999999999998,Alagoinhas,Brazil,12.05S,37.81W
1880-09-01,24.287,1.578,Alagoinhas,Brazil,12.05S,37.81W
1880-10-01,25.087,1.143,Alagoinhas,Brazil,12.05S,37.81W
1880-11-01,26.046,1.148,Alagoinhas,Brazil,12.05S,37.81W
1880-12-01,25.691999999999997,1.209,Alagoinhas,Brazil,12.05S,37.81W
1881-01-01,26.305999999999997,1.189,Alagoinhas,Brazil,12.05S,37.81W
1881-02-01,25.956999999999997,1.3030000000000002,Alagoinhas,Brazil,12.05S,37.81W
1881-03-01,26.464000000000002,1.196,Alagoinhas,Brazil,12.05S,37.81W
1881-04-01,25.787,1.18,Alagoinhas,Brazil,12.05S,37.81W
1881-05-01,25.06,1.063,Alagoinhas,Brazil,12.05S,37.81W
1881-06-01,23.715,1.117,Alagoinhas,Brazil,12.05S,37.81W
1881-07-01,23.386999999999997,1.067,Alagoinhas,Brazil,12.05S,37.81W
1881-08-01,23.079,1.35,Alagoinhas,Brazil,12.05S,37.81W
1881-09-01,23.997,1.028,Alagoinhas,Brazil,12.05S,37.81W
1881-10-01,24.587,1.135,Alagoinhas,Brazil,12.05S,37.81W
1881-11-01,25.103,1.095,Alagoinhas,Brazil,12.05S,37.81W
1881-12-01,25.402,1.307,Alagoinhas,Brazil,12.05S,37.81W
1882-01-01,26.149,1.8259999999999998,Alagoinhas,Brazil,12.05S,37.81W
1882-02-01,26.177000000000003,1.679,Alagoinhas,Brazil,12.05S,37.81W
1882-03-01,26.347,1.2109999999999999,Alagoinhas,Brazil,12.05S,37.81W
1882-04-01,25.205,1.0959999999999999,Alagoinhas,Brazil,12.05S,37.81W
1882-05-01,24.605,1.181,Alagoinhas,Brazil,12.05S,37.81W
1882-06-01,23.558000000000003,1.067,Alagoinhas,Brazil,12.05S,37.81W
1882-07-01,22.781,1.124,Alagoinhas,Brazil,12.05S,37.81W
1882-08-01,23.095,1.288,Alagoinhas,Brazil,12.05S,37.81W
1882-09-01,23.908,1.057,Alagoinhas,Brazil,12.05S,37.81W
1882-10-01,24.41,0.9940000000000001,Alagoinhas,Brazil,12.05S,37.81W
1882-11-01,24.853,1.166,Alagoinhas,Brazil,12.05S,37.81W
1882-12-01,24.283,1.365,Alagoinhas,Brazil,12.05S,37.81W
1883-01-01,24.921999999999997,1.47,Alagoinhas,Brazil,12.05S,37.81W
1883-02-01,25.344,1.274,Alagoinhas,Brazil,12.05S,37.81W
1883-03-01,26.193,1.249,Alagoinhas,Brazil,12.05S,37.81W
1883-04-01,25.704,1.151,Alagoinhas,Brazil,12.05S,37.81W
1883-05-01,24.589,1.153,Alagoinhas,Brazil,12.05S,37.81W
1883-06-01,24.000999999999998,1.109,Alagoinhas,Brazil,12.05S,37.81W
1883-07-01,23.213,1.101,Alagoinhas,Brazil,12.05S,37.81W
1883-08-01,22.771,1.238,Alagoinhas,Brazil,12.05S,37.81W
1883-09-01,23.813000000000002,1.013,Alagoinhas,Brazil,12.05S,37.81W
1883-10-01,24.774,1.056,Alagoinhas,Brazil,12.05S,37.81W
1883-11-01,24.934,1.123,Alagoinhas,Brazil,12.05S,37.81W
1883-12-01,25.538,1.331,Alagoinhas,Brazil,12.05S,37.81W
1884-01-01,25.293000000000003,1.784,Alagoinhas,Brazil,12.05S,37.81W
1884-02-01,25.398000000000003,1.6369999999999998,Alagoinhas,Brazil,12.05S,37.81W
1884-03-01,24.75,1.473,Alagoinhas,Brazil,12.05S,37.81W
1884-04-01,24.97,1.105,Alagoinhas,Brazil,12.05S,37.81W
1884-05-01,24.158,1.078,Alagoinhas,Brazil,12.05S,37.81W
1884-06-01,23.671,1.234,Alagoinhas,Brazil,12.05S,37.81W
1884-07-01,23.264,1.239,Alagoinhas,Brazil,12.05S,37.81W
1884-08-01,23.247,1.138,Alagoinhas,Brazil,12.05S,37.81W
1884-09-01,23.236,1.262,Alagoinhas,Brazil,12.05S,37.81W
1884-10-01,24.529,1.05,Alagoinhas,Brazil,12.05S,37.81W
1884-11-01,25.071,1.082,Alagoinhas,Brazil,12.05S,37.81W
1884-12-01,25.281999999999996,1.3840000000000001,Alagoinhas,Brazil,12.05S,37.81W
1885-01-01,24.796,1.345,Alagoinhas,Brazil,12.05S,37.81W
1885-02-01,25.664,1.445,Alagoinhas,Brazil,12.05S,37.81W
1885-03-01,25.623,1.276,Alagoinhas,Brazil,12.05S,37.81W
1885-04-01,25.728,1.079,Alagoinhas,Brazil,12.05S,37.81W
1885-05-01,25.122,1.0859999999999999,Alagoinhas,Brazil,12.05S,37.81W
1885-06-01,24.006999999999998,1.0859999999999999,Alagoinhas,Brazil,12.05S,37.81W
1885-07-01,23.879,1.084,Alagoinhas,Brazil,12.05S,37.81W
1885-08-01,23.49,1.163,Alagoinhas,Brazil,12.05S,37.81W
1885-09-01,24.035,1.04,Alagoinhas,Brazil,12.05S,37.81W
1885-10-01,24.701,1.061,Alagoinhas,Brazil,12.05S,37.81W
1885-11-01,25.62,1.29,Alagoinhas,Brazil,12.05S,37.81W
1885-12-01,26.425,1.45,Alagoinhas,Brazil,12.05S,37.81W
1886-01-01,25.503,1.5230000000000001,Alagoinhas,Brazil,12.05S,37.81W
1886-02-01,25.271,1.288,Alagoinhas,Brazil,12.05S,37.81W
1886-03-01,25.886,1.19,Alagoinhas,Brazil,12.05S,37.81W
1886-04-01,25.866999999999997,1.047,Alagoinhas,Brazil,12.05S,37.81W
1886-05-01,24.428,1.131,Alagoinhas,Brazil,12.05S,37.81W
1886-06-01,23.409,1.1340000000000001,Alagoinhas,Brazil,12.05S,37.81W
1886-07-01,22.995,1.196,Alagoinhas,Brazil,12.05S,37.81W
1886-08-01,22.660999999999998,1.135,Alagoinhas,Brazil,12.05S,37.81W
1886-09-01,23.831999999999997,1.034,Alagoinhas,Brazil,12.05S,37.81W
1886-10-01,24.564,1.075,Alagoinhas,Brazil,12.05S,37.81W
1886-11-01,25.424,1.095,Alagoinhas,Brazil,12.05S,37.81W
1886-12-01,25.595,1.392,Alagoinhas,Brazil,12.05S,37.81W
1887-01-01,25.349,1.34,Alagoinhas,Brazil,12.05S,37.81W
1887-02-01,26.011000000000006,1.4280000000000002,Alagoinhas,Brazil,12.05S,37.81W
1887-03-01,25.697,1.2429999999999999,Alagoinhas,Brazil,12.05S,37.81W
1887-04-01,25.673,1.069,Alagoinhas,Brazil,12.05S,37.81W
1887-05-01,24.665,1.157,Alagoinhas,Brazil,12.05S,37.81W
1887-06-01,23.39,1.097,Alagoinhas,Brazil,12.05S,37.81W
1887-07-01,22.948,1.194,Alagoinhas,Brazil,12.05S,37.81W
1887-08-01,23.303,1.1640000000000001,Alagoinhas,Brazil,12.05S,37.81W
1887-09-01,24.272,1.036,Alagoinhas,Brazil,12.05S,37.81W
1887-10-01,25.268,1.081,Alagoinhas,Brazil,12.05S,37.81W
1887-11-01,25.321,1.2919999999999998,Alagoinhas,Brazil,12.05S,37.81W
1887-12-01,26.006,1.291,Alagoinhas,Brazil,12.05S,37.81W
1888-01-01,25.051,1.72,Alagoinhas,Brazil,12.05S,37.81W
1888-02-01,25.747,1.337,Alagoinhas,Brazil,12.05S,37.81W
1888-03-01,25.736,1.167,Alagoinhas,Brazil,12.05S,37.81W
1888-04-01,25.178,1.1059999999999999,Alagoinhas,Brazil,12.05S,37.81W
1888-05-01,24.781999999999996,1.068,Alagoinhas,Brazil,12.05S,37.81W
1888-06-01,23.846,1.0959999999999999,Alagoinhas,Brazil,12.05S,37.81W
1888-07-01,22.869,1.159,Alagoinhas,Brazil,12.05S,37.81W
1888-08-01,23.225,1.1079999999999999,Alagoinhas,Brazil,12.05S,37.81W
1888-09-01,24.717,1.123,Alagoinhas,Brazil,12.05S,37.81W
1888-10-01,26.072,1.107,Alagoinhas,Brazil,12.05S,37.81W
1888-11-01,26.531999999999996,1.281,Alagoinhas,Brazil,12.05S,37.81W
1888-12-01,26.669,1.4280000000000002,Alagoinhas,Brazil,12.05S,37.81W
1889-01-01,26.345,1.188,Alagoinhas,Brazil,12.05S,37.81W
1889-02-01,27.337000000000003,1.202,Alagoinhas,Brazil,12.05S,37.81W
1889-03-01,27.087,1.268,Alagoinhas,Brazil,12.05S,37.81W
1889-04-01,26.636999999999997,1.048,Alagoinhas,Brazil,12.05S,37.81W
1889-05-01,25.464,1.063,Alagoinhas,Brazil,12.05S,37.81W
1889-06-01,23.569000000000006,1.13,Alagoinhas,Brazil,12.05S,37.81W
1889-07-01,23.53,1.127,Alagoinhas,Brazil,12.05S,37.81W
1889-08-01,23.455,1.2209999999999999,Alagoinhas,Brazil,12.05S,37.81W
1889-09-01,23.364,1.058,Alagoinhas,Brazil,12.05S,37.81W
1889-10-01,24.87,0.9890000000000001,Alagoinhas,Brazil,12.05S,37.81W
1889-11-01,25.271,1.166,Alagoinhas,Brazil,12.05S,37.81W
1889-12-01,26.697,1.42,Alagoinhas,Brazil,12.05S,37.81W
1890-01-01,26.059,1.1540000000000001,Alagoinhas,Brazil,12.05S,37.81W
1890-02-01,26.303,1.254,Alagoinhas,Brazil,12.05S,37.81W
1890-03-01,26.132,1.265,Alagoinhas,Brazil,12.05S,37.81W
1890-04-01,25.179,1.114,Alagoinhas,Brazil,12.05S,37.81W
1890-05-01,24.705,1.133,Alagoinhas,Brazil,12.05S,37.81W
1890-06-01,23.195999999999998,1.103,Alagoinhas,Brazil,12.05S,37.81W
1890-07-01,22.826999999999998,1.193,Alagoinhas,Brazil,12.05S,37.81W
1890-08-01,23.202,1.099,Alagoinhas,Brazil,12.05S,37.81W
1890-09-01,24.458000000000002,0.995,Alagoinhas,Brazil,12.05S,37.81W
1890-10-01,25.046999999999997,1.071,Alagoinhas,Brazil,12.05S,37.81W
1890-11-01,25.249000000000002,1.304,Alagoinhas,Brazil,12.05S,37.81W
