dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1890-12-01,25.682,1.263,Alagoinhas,Brazil,12.05S,37.81W
1891-01-01,25.807,1.177,Alagoinhas,Brazil,12.05S,37.81W
1891-02-01,25.932,1.278,Alagoinhas,Brazil,12.05S,37.81W
1891-03-01,26.339000000000002,1.126,Alagoinhas,Brazil,12.05S,37.81W
1891-04-01,25.579,1.005,Alagoinhas,Brazil,12.05S,37.81W
1891-05-01,24.583,1.0979999999999999,Alagoinhas,Brazil,12.05S,37.81W
1891-06-01,24.011999999999997,1.023,Alagoinhas,Brazil,12.05S,37.81W
1891-07-01,22.929,1.03,Alagoinhas,Brazil,12.05S,37.81W
1891-08-01,22.89,1.179,Alagoinhas,Brazil,12.05S,37.81W
1891-09-01,24.159000000000002,1.025,Alagoinhas,Brazil,12.05S,37.81W
1891-10-01,24.696,1.053,Alagoinhas,Brazil,12.05S,37.81W
1891-11-01,25.272,1.0590000000000002,Alagoinhas,Brazil,12.05S,37.81W
1891-12-01,25.847,1.198,Alagoinhas,Brazil,12.05S,37.81W
1892-01-01,26.125,1.169,Alagoinhas,Brazil,12.05S,37.81W
1892-02-01,26.610000000000007,1.177,Alagoinhas,Brazil,12.05S,37.81W
1892-03-01,26.691,1.496,Alagoinhas,Brazil,12.05S,37.81W
1892-04-01,25.176,1.112,Alagoinhas,Brazil,12.05S,37.81W
1892-05-01,24.246,1.084,Alagoinhas,Brazil,12.05S,37.81W
1892-06-01,23.99,1.124,Alagoinhas,Brazil,12.05S,37.81W
1892-07-01,22.331999999999997,1.157,Alagoinhas,Brazil,12.05S,37.81W
1892-08-01,22.909000000000002,1.179,Alagoinhas,Brazil,12.05S,37.81W
1892-09-01,24.035,1.002,Alagoinhas,Brazil,12.05S,37.81W
1892-10-01,24.974,0.9740000000000001,Alagoinhas,Brazil,12.05S,37.81W
1892-11-01,25.141,1.148,Alagoinhas,Brazil,12.05S,37.81W
1892-12-01,25.668000000000003,1.784,Alagoinhas,Brazil,12.05S,37.81W
1893-01-01,24.879,1.222,Alagoinhas,Brazil,12.05S,37.81W
1893-02-01,25.121,1.2209999999999999,Alagoinhas,Brazil,12.05S,37.81W
1893-03-01,26.143,1.213,Alagoinhas,Brazil,12.05S,37.81W
1893-04-01,25.34,1.087,Alagoinhas,Brazil,12.05S,37.81W
1893-05-01,24.594,1.103,Alagoinhas,Brazil,12.05S,37.81W
1893-06-01,23.664,1.178,Alagoinhas,Brazil,12.05S,37.81W
1893-07-01,22.818,1.119,Alagoinhas,Brazil,12.05S,37.81W
1893-08-01,22.838,1.0290000000000001,Alagoinhas,Brazil,12.05S,37.81W
1893-09-01,23.758000000000003,1.024,Alagoinhas,Brazil,12.05S,37.81W
1893-10-01,24.961,1.033,Alagoinhas,Brazil,12.05S,37.81W
1893-11-01,25.082,1.071,Alagoinhas,Brazil,12.05S,37.81W
1893-12-01,25.406999999999996,1.183,Alagoinhas,Brazil,12.05S,37.81W
1894-01-01,26.268,1.234,Alagoinhas,Brazil,12.05S,37.81W
1894-02-01,27.03,1.268,Alagoinhas,Brazil,12.05S,37.81W
1894-03-01,26.623,1.196,Alagoinhas,Brazil,12.05S,37.81W
1894-04-01,25.33,1.044,Alagoinhas,Brazil,12.05S,37.81W
1894-05-01,24.808000000000003,1.19,Alagoinhas,Brazil,12.05S,37.81W
1894-06-01,23.147,1.069,Alagoinhas,Brazil,12.05S,37.81W
1894-07-01,22.523000000000003,1.172,Alagoinhas,Brazil,12.05S,37.81W
1894-08-01,23.151,1.072,Alagoinhas,Brazil,12.05S,37.81W
1894-09-01,24.22,0.983,Alagoinhas,Brazil,12.05S,37.81W
1894-10-01,25.811,0.981,Alagoinhas,Brazil,12.05S,37.81W
1894-11-01,25.505,1.133,Alagoinhas,Brazil,12.05S,37.81W
1894-12-01,26.008000000000003,1.175,Alagoinhas,Brazil,12.05S,37.81W
1895-01-01,25.631999999999998,1.268,Alagoinhas,Brazil,12.05S,37.81W
1895-02-01,25.434,1.1909999999999998,Alagoinhas,Brazil,12.05S,37.81W
1895-03-01,25.696,1.463,Alagoinhas,Brazil,12.05S,37.81W
1895-04-01,25.816,1.1520000000000001,Alagoinhas,Brazil,12.05S,37.81W
1895-05-01,24.728,1.064,Alagoinhas,Brazil,12.05S,37.81W
1895-06-01,23.406,1.085,Alagoinhas,Brazil,12.05S,37.81W
1895-07-01,23.053,1.061,Alagoinhas,Brazil,12.05S,37.81W
1895-08-01,23.104,1.063,Alagoinhas,Brazil,12.05S,37.81W
1895-09-01,23.502,1.083,Alagoinhas,Brazil,12.05S,37.81W
1895-10-01,25.053,0.9490000000000001,Alagoinhas,Brazil,12.05S,37.81W
1895-11-01,25.67,1.136,Alagoinhas,Brazil,12.05S,37.81W
1895-12-01,26.183000000000003,1.331,Alagoinhas,Brazil,12.05S,37.81W
1896-01-01,26.08,0.958,Alagoinhas,Brazil,12.05S,37.81W
1896-02-01,27.002,1.525,Alagoinhas,Brazil,12.05S,37.81W
1896-03-01,25.912,0.884,Alagoinhas,Brazil,12.05S,37.81W
1896-04-01,24.730999999999998,0.792,Alagoinhas,Brazil,12.05S,37.81W
1896-05-01,23.893,0.9359999999999999,Alagoinhas,Brazil,12.05S,37.81W
1896-06-01,23.35,1.85,Alagoinhas,Brazil,12.05S,37.81W
1896-07-01,22.835,0.7290000000000001,Alagoinhas,Brazil,12.05S,37.81W
1896-08-01,22.94,0.7829999999999999,Alagoinhas,Brazil,12.05S,37.81W
1896-09-01,23.932,0.977,Alagoinhas,Brazil,12.05S,37.81W
1896-10-01,25.322,0.9570000000000001,Alagoinhas,Brazil,12.05S,37.81W
1896-11-01,25.75,1.129,Alagoinhas,Brazil,12.05S,37.81W
1896-12-01,26.618000000000002,0.871,Alagoinhas,Brazil,12.05S,37.81W
1897-01-01,26.421999999999997,1.655,Alagoinhas,Brazil,12.05S,37.81W
1897-02-01,25.405,0.878,Alagoinhas,Brazil,12.05S,37.81W
1897-03-01,25.652,0.888,Alagoinhas,Brazil,12.05S,37.81W
1897-04-01,25.566999999999997,1.209,Alagoinhas,Brazil,12.05S,37.81W
1897-05-01,24.67,1.3130000000000002,Alagoinhas,Brazil,12.05S,37.81W
1897-06-01,22.875,1.925,Alagoinhas,Brazil,12.05S,37.81W
1897-07-01,22.329,1.7409999999999999,Alagoinhas,Brazil,12.05S,37.81W
1897-08-01,22.866999999999997,1.345,Alagoinhas,Brazil,12.05S,37.81W
1897-09-01,24.015,0.6990000000000001,Alagoinhas,Brazil,12.05S,37.81W
1897-10-01,25.116,0.7979999999999999,Alagoinhas,Brazil,12.05S,37.81W
1897-11-01,25.548000000000002,0.897,Alagoinhas,Brazil,12.05S,37.81W
1897-12-01,25.951,1.003,Alagoinhas,Brazil,12.05S,37.81W
1898-01-01,26.733,1.349,Alagoinhas,Brazil,12.05S,37.81W
1898-02-01,25.964,0.843,Alagoinhas,Brazil,12.05S,37.81W
1898-03-01,26.767,1.973,Alagoinhas,Brazil,12.05S,37.81W
1898-04-01,26.046999999999997,0.721,Alagoinhas,Brazil,12.05S,37.81W
1898-05-01,25.401999999999997,1.7919999999999998,Alagoinhas,Brazil,12.05S,37.81W
1898-06-01,24.395,1.35,Alagoinhas,Brazil,12.05S,37.81W
1898-07-01,23.601999999999997,0.773,Alagoinhas,Brazil,12.05S,37.81W
1898-08-01,23.485,0.966,Alagoinhas,Brazil,12.05S,37.81W
1898-09-01,23.541,0.752,Alagoinhas,Brazil,12.05S,37.81W
1898-10-01,24.729,0.728,Alagoinhas,Brazil,12.05S,37.81W
1898-11-01,25.524,0.8220000000000001,Alagoinhas,Brazil,12.05S,37.81W
1898-12-01,25.669,0.818,Alagoinhas,Brazil,12.05S,37.81W
1899-01-01,25.796999999999997,0.7979999999999999,Alagoinhas,Brazil,12.05S,37.81W
1899-02-01,25.249,2.2430000000000003,Alagoinhas,Brazil,12.05S,37.81W
1899-03-01,25.833000000000002,1.9140000000000001,Alagoinhas,Brazil,12.05S,37.81W
1899-04-01,25.401,1.86,Alagoinhas,Brazil,12.05S,37.81W
1899-05-01,24.326,1.425,Alagoinhas,Brazil,12.05S,37.81W
1899-06-01,22.953000000000003,1.329,Alagoinhas,Brazil,12.05S,37.81W
1899-07-01,22.296999999999997,1.538,Alagoinhas,Brazil,12.05S,37.81W
1899-08-01,23.01,1.629,Alagoinhas,Brazil,12.05S,37.81W
1899-09-01,24.189,1.005,Alagoinhas,Brazil,12.05S,37.81W
1899-10-01,25.168000000000003,0.86,Alagoinhas,Brazil,12.05S,37.81W
1899-11-01,26.173000000000002,0.887,Alagoinhas,Brazil,12.05S,37.81W
1899-12-01,25.569000000000003,0.963,Alagoinhas,Brazil,12.05S,37.81W
1900-01-01,25.379,0.889,Alagoinhas,Brazil,12.05S,37.81W
1900-02-01,26.090999999999998,1.014,Alagoinhas,Brazil,12.05S,37.81W
1900-03-01,27.278000000000002,1.838,Alagoinhas,Brazil,12.05S,37.81W
1900-04-01,26.311999999999998,2.084,Alagoinhas,Brazil,12.05S,37.81W
1900-05-01,25.991,2.5269999999999997,Alagoinhas,Brazil,12.05S,37.81W
1900-06-01,24.285999999999998,1.6340000000000001,Alagoinhas,Brazil,12.05S,37.81W
1900-07-01,23.608,1.808,Alagoinhas,Brazil,12.05S,37.81W
1900-08-01,23.592,0.9309999999999999,Alagoinhas,Brazil,12.05S,37.81W
1900-09-01,24.303,1.133,Alagoinhas,Brazil,12.05S,37.81W
1900-10-01,25.376,0.81,Alagoinhas,Brazil,12.05S,37.81W
1900-11-01,25.831,0.742,Alagoinhas,Brazil,12.05S,37.81W
1900-12-01,26.058000000000003,0.807,Alagoinhas,Brazil,12.05S,37.81W
1901-01-01,26.2,0.9179999999999999,Alagoinhas,Brazil,12.05S,37.81W
1901-02-01,26.500999999999998,1.1420000000000001,Alagoinhas,Brazil,12.05S,37.81W
1901-03-01,26.22,1.31,Alagoinhas,Brazil,12.05S,37.81W
1901-04-01,25.805999999999997,1.337,Alagoinhas,Brazil,12.05S,37.81W
1901-05-01,24.268,0.795,Alagoinhas,Brazil,12.05S,37.81W
1901-06-01,23.77,0.777,Alagoinhas,Brazil,12.05S,37.81W
1901-07-01,23.549,0.823,Alagoinhas,Brazil,12.05S,37.81W
1901-08-01,23.828000000000003,0.741,Alagoinhas,Brazil,12.05S,37.81W
1901-09-01,24.141,0.7040000000000001,Alagoinhas,Brazil,12.05S,37.81W
1901-10-01,24.94,0.945,Alagoinhas,Brazil,12.05S,37.81W
1901-11-01,25.601999999999997,1.014,Alagoinhas,Brazil,12.05S,37.81W
1901-12-01,25.435,1.148,Alagoinhas,Brazil,12.05S,37.81W
1902-01-01,26.295,0.9470000000000001,Alagoinhas,Brazil,12.05S,37.81W
1902-02-01,26.83,1.047,Alagoinhas,Brazil,12.05S,37.81W
1902-03-01,26.244,1.249,Alagoinhas,Brazil,12.05S,37.81W
1902-04-01,25.91,0.9009999999999999,Alagoinhas,Brazil,12.05S,37.81W
1902-05-01,24.649,0.754,Alagoinhas,Brazil,12.05S,37.81W
1902-06-01,24.254,1.274,Alagoinhas,Brazil,12.05S,37.81W
1902-07-01,23.912,0.8590000000000001,Alagoinhas,Brazil,12.05S,37.81W
1902-08-01,23.653000000000002,0.8540000000000001,Alagoinhas,Brazil,12.05S,37.81W
1902-09-01,23.889,0.774,Alagoinhas,Brazil,12.05S,37.81W
1902-10-01,24.816,0.9309999999999999,Alagoinhas,Brazil,12.05S,37.81W
1902-11-01,26.087,0.987,Alagoinhas,Brazil,12.05S,37.81W
1902-12-01,26.314,1.166,Alagoinhas,Brazil,12.05S,37.81W
1903-01-01,25.750999999999998,1.168,Alagoinhas,Brazil,12.05S,37.81W
1903-02-01,26.331000000000003,1.379,Alagoinhas,Brazil,12.05S,37.81W
1903-03-01,26.69,1.047,Alagoinhas,Brazil,12.05S,37.81W
1903-04-01,26.076,1.524,Alagoinhas,Brazil,12.05S,37.81W
1903-05-01,25.354,1.64,Alagoinhas,Brazil,12.05S,37.81W
1903-06-01,24.531999999999996,1.17,Alagoinhas,Brazil,12.05S,37.81W
1903-07-01,23.345,0.843,Alagoinhas,Brazil,12.05S,37.81W
1903-08-01,23.502,0.78,Alagoinhas,Brazil,12.05S,37.81W
1903-09-01,23.666,1.072,Alagoinhas,Brazil,12.05S,37.81W
1903-10-01,24.959,0.759,Alagoinhas,Brazil,12.05S,37.81W
1903-11-01,25.823,0.779,Alagoinhas,Brazil,12.05S,37.81W
1903-12-01,26.305,0.955,Alagoinhas,Brazil,12.05S,37.81W
1904-01-01,25.905,0.925,Alagoinhas,Brazil,12.05S,37.81W
1904-02-01,26.441000000000006,1.381,Alagoinhas,Brazil,12.05S,37.81W
1904-03-01,25.75,1.004,Alagoinhas,Brazil,12.05S,37.81W
1904-04-01,25.263,1.527,Alagoinhas,Brazil,12.05S,37.81W
1904-05-01,24.401999999999997,0.909,Alagoinhas,Brazil,12.05S,37.81W
1904-06-01,23.29,1.043,Alagoinhas,Brazil,12.05S,37.81W
1904-07-01,22.169,0.903,Alagoinhas,Brazil,12.05S,37.81W
1904-08-01,22.35,1.229,Alagoinhas,Brazil,12.05S,37.81W
1904-09-01,23.343000000000004,1.209,Alagoinhas,Brazil,12.05S,37.81W
1904-10-01,24.304000000000002,1.026,Alagoinhas,Brazil,12.05S,37.81W
1904-11-01,25.305,0.9229999999999999,Alagoinhas,Brazil,12.05S,37.81W
1904-12-01,25.497,0.7929999999999999,Alagoinhas,Brazil,12.05S,37.81W
1905-01-01,25.831,0.848,Alagoinhas,Brazil,12.05S,37.81W
1905-02-01,26.004,0.787,Alagoinhas,Brazil,12.05S,37.81W
1905-03-01,25.336,1.564,Alagoinhas,Brazil,12.05S,37.81W
1905-04-01,25.375999999999998,1.053,Alagoinhas,Brazil,12.05S,37.81W
1905-05-01,25.569000000000003,0.992,Alagoinhas,Brazil,12.05S,37.81W
1905-06-01,24.213,0.828,Alagoinhas,Brazil,12.05S,37.81W
1905-07-01,23.633000000000003,0.927,Alagoinhas,Brazil,12.05S,37.81W
1905-08-01,23.820999999999998,0.797,Alagoinhas,Brazil,12.05S,37.81W
1905-09-01,24.281,0.721,Alagoinhas,Brazil,12.05S,37.81W
1905-10-01,25.144000000000002,0.7509999999999999,Alagoinhas,Brazil,12.05S,37.81W
1905-11-01,26.447,0.899,Alagoinhas,Brazil,12.05S,37.81W
1905-12-01,26.18,1.046,Alagoinhas,Brazil,12.05S,37.81W
1906-01-01,25.82,1.6769999999999998,Alagoinhas,Brazil,12.05S,37.81W
1906-02-01,25.721999999999998,0.9009999999999999,Alagoinhas,Brazil,12.05S,37.81W
1906-03-01,25.997,0.9670000000000001,Alagoinhas,Brazil,12.05S,37.81W
1906-04-01,25.453000000000003,0.8590000000000001,Alagoinhas,Brazil,12.05S,37.81W
1906-05-01,24.369,1.5419999999999998,Alagoinhas,Brazil,12.05S,37.81W
1906-06-01,24.065,1.785,Alagoinhas,Brazil,12.05S,37.81W
1906-07-01,23.162,1.146,Alagoinhas,Brazil,12.05S,37.81W
1906-08-01,23.498,0.8270000000000001,Alagoinhas,Brazil,12.05S,37.81W
1906-09-01,23.92,0.764,Alagoinhas,Brazil,12.05S,37.81W
1906-10-01,25.074,0.711,Alagoinhas,Brazil,12.05S,37.81W
1906-11-01,25.909000000000002,0.816,Alagoinhas,Brazil,12.05S,37.81W
1906-12-01,25.975,1.057,Alagoinhas,Brazil,12.05S,37.81W
1907-01-01,25.733,0.9279999999999999,Alagoinhas,Brazil,12.05S,37.81W
1907-02-01,25.785999999999998,0.8390000000000001,Alagoinhas,Brazil,12.05S,37.81W
1907-03-01,26.167,1.7,Alagoinhas,Brazil,12.05S,37.81W
1907-04-01,26.096,1.743,Alagoinhas,Brazil,12.05S,37.81W
1907-05-01,25.343000000000004,1.92,Alagoinhas,Brazil,12.05S,37.81W
1907-06-01,24.601999999999997,1.7169999999999999,Alagoinhas,Brazil,12.05S,37.81W
1907-07-01,22.441999999999997,0.97,Alagoinhas,Brazil,12.05S,37.81W
1907-08-01,23.051,0.843,Alagoinhas,Brazil,12.05S,37.81W
1907-09-01,24.473000000000003,0.742,Alagoinhas,Brazil,12.05S,37.81W
1907-10-01,25.173000000000002,0.6679999999999999,Alagoinhas,Brazil,12.05S,37.81W
1907-11-01,25.517,0.691,Alagoinhas,Brazil,12.05S,37.81W
1907-12-01,25.767,0.8490000000000001,Alagoinhas,Brazil,12.05S,37.81W
1908-01-01,26.599,1.0290000000000001,Alagoinhas,Brazil,12.05S,37.81W
1908-02-01,27.26,2.084,Alagoinhas,Brazil,12.05S,37.81W
1908-03-01,26.249000000000002,1.135,Alagoinhas,Brazil,12.05S,37.81W
1908-04-01,26.169,1.025,Alagoinhas,Brazil,12.05S,37.81W
1908-05-01,25.663,1.0290000000000001,Alagoinhas,Brazil,12.05S,37.81W
1908-06-01,24.595,1.5,Alagoinhas,Brazil,12.05S,37.81W
1908-07-01,24.035999999999998,0.924,Alagoinhas,Brazil,12.05S,37.81W
1908-08-01,23.923000000000002,1.145,Alagoinhas,Brazil,12.05S,37.81W
1908-09-01,24.566999999999997,0.743,Alagoinhas,Brazil,12.05S,37.81W
1908-10-01,25.075,0.693,Alagoinhas,Brazil,12.05S,37.81W
1908-11-01,25.623,0.831,Alagoinhas,Brazil,12.05S,37.81W
1908-12-01,26.269000000000002,0.9,Alagoinhas,Brazil,12.05S,37.81W
1909-01-01,25.88,0.963,Alagoinhas,Brazil,12.05S,37.81W
1909-02-01,26.802000000000003,0.937,Alagoinhas,Brazil,12.05S,37.81W
1909-03-01,27.087,1.305,Alagoinhas,Brazil,12.05S,37.81W
1909-04-01,25.79,1.177,Alagoinhas,Brazil,12.05S,37.81W
1909-05-01,25.346,1.325,Alagoinhas,Brazil,12.05S,37.81W
1909-06-01,24.739,1.683,Alagoinhas,Brazil,12.05S,37.81W
1909-07-01,23.475,1.175,Alagoinhas,Brazil,12.05S,37.81W
1909-08-01,23.186999999999998,1.0090000000000001,Alagoinhas,Brazil,12.05S,37.81W
1909-09-01,23.923000000000002,0.687,Alagoinhas,Brazil,12.05S,37.81W
1909-10-01,24.805,0.8,Alagoinhas,Brazil,12.05S,37.81W
1909-11-01,25.804000000000002,0.755,Alagoinhas,Brazil,12.05S,37.81W
1909-12-01,25.893,0.8,Alagoinhas,Brazil,12.05S,37.81W
1910-01-01,25.98,1.031,Alagoinhas,Brazil,12.05S,37.81W
1910-02-01,26.698,1.042,Alagoinhas,Brazil,12.05S,37.81W
1910-03-01,26.462,0.784,Alagoinhas,Brazil,12.05S,37.81W
1910-04-01,25.858,0.84,Alagoinhas,Brazil,12.05S,37.81W
1910-05-01,24.324,0.893,Alagoinhas,Brazil,12.05S,37.81W
1910-06-01,23.826999999999998,0.725,Alagoinhas,Brazil,12.05S,37.81W
1910-07-01,23.199,0.74,Alagoinhas,Brazil,12.05S,37.81W
1910-08-01,23.833000000000002,0.715,Alagoinhas,Brazil,12.05S,37.81W
1910-09-01,24.412,0.7190000000000001,Alagoinhas,Brazil,12.05S,37.81W
1910-10-01,25.077,0.7490000000000001,Alagoinhas,Brazil,12.05S,37.81W
1910-11-01,25.503,0.9470000000000001,Alagoinhas,Brazil,12.05S,37.81W
1910-12-01,25.387,0.8390000000000001,Alagoinhas,Brazil,12.05S,37.81W
1911-01-01,25.528000000000002,0.904,Alagoinhas,Brazil,12.05S,37.81W
1911-02-01,26.108,0.809,Alagoinhas,Brazil,12.05S,37.81W
1911-03-01,25.361,1.0659999999999998,Alagoinhas,Brazil,12.05S,37.81W
1911-04-01,25.78,0.802,Alagoinhas,Brazil,12.05S,37.81W
1911-05-01,25.131,1.064,Alagoinhas,Brazil,12.05S,37.81W
1911-06-01,24.649,1.6480000000000001,Alagoinhas,Brazil,12.05S,37.81W
1911-07-01,23.271,1.0190000000000001,Alagoinhas,Brazil,12.05S,37.81W
1911-08-01,23.535,0.799,Alagoinhas,Brazil,12.05S,37.81W
1911-09-01,24.229,0.888,Alagoinhas,Brazil,12.05S,37.81W
1911-10-01,25.182,0.664,Alagoinhas,Brazil,12.05S,37.81W
1911-11-01,26.416,0.883,Alagoinhas,Brazil,12.05S,37.81W
1911-12-01,26.179000000000002,0.773,Alagoinhas,Brazil,12.05S,37.81W
1912-01-01,25.921999999999997,1.072,Alagoinhas,Brazil,12.05S,37.81W
1912-02-01,26.0,1.011,Alagoinhas,Brazil,12.05S,37.81W
1912-03-01,26.017,1.3769999999999998,Alagoinhas,Brazil,12.05S,37.81W
1912-04-01,26.075,1.611,Alagoinhas,Brazil,12.05S,37.81W
1912-05-01,25.189,0.929,Alagoinhas,Brazil,12.05S,37.81W
1912-06-01,23.825,0.755,Alagoinhas,Brazil,12.05S,37.81W
1912-07-01,23.491999999999997,1.906,Alagoinhas,Brazil,12.05S,37.81W
1912-08-01,23.552,0.659,Alagoinhas,Brazil,12.05S,37.81W
1912-09-01,23.793000000000003,0.8420000000000001,Alagoinhas,Brazil,12.05S,37.81W
1912-10-01,24.545,0.795,Alagoinhas,Brazil,12.05S,37.81W
1912-11-01,26.213,0.813,Alagoinhas,Brazil,12.05S,37.81W
1912-12-01,26.25,1.339,Alagoinhas,Brazil,12.05S,37.81W
1913-01-01,26.649,0.9740000000000001,Alagoinhas,Brazil,12.05S,37.81W
1913-02-01,26.428,2.145,Alagoinhas,Brazil,12.05S,37.81W
1913-03-01,26.682,1.3659999999999999,Alagoinhas,Brazil,12.05S,37.81W
1913-04-01,25.906999999999996,1.2670000000000001,Alagoinhas,Brazil,12.05S,37.81W
1913-05-01,24.906,1.5590000000000002,Alagoinhas,Brazil,12.05S,37.81W
1913-06-01,24.070999999999998,1.518,Alagoinhas,Brazil,12.05S,37.81W
1913-07-01,23.494,1.03,Alagoinhas,Brazil,12.05S,37.81W
1913-08-01,23.679000000000002,1.095,Alagoinhas,Brazil,12.05S,37.81W
1913-09-01,24.618000000000002,0.966,Alagoinhas,Brazil,12.05S,37.81W
1913-10-01,25.184,0.659,Alagoinhas,Brazil,12.05S,37.81W
1913-11-01,25.952,0.47200000000000003,Alagoinhas,Brazil,12.05S,37.81W
1913-12-01,25.503,0.49,Alagoinhas,Brazil,12.05S,37.81W
1914-01-01,25.487,1.1540000000000001,Alagoinhas,Brazil,12.05S,37.81W
1914-02-01,25.593000000000004,1.094,Alagoinhas,Brazil,12.05S,37.81W
1914-03-01,25.974,1.351,Alagoinhas,Brazil,12.05S,37.81W
1914-04-01,25.605999999999998,0.552,Alagoinhas,Brazil,12.05S,37.81W
1914-05-01,24.595,1.067,Alagoinhas,Brazil,12.05S,37.81W
1914-06-01,24.070999999999998,0.486,Alagoinhas,Brazil,12.05S,37.81W
1914-07-01,23.011,0.698,Alagoinhas,Brazil,12.05S,37.81W
1914-08-01,23.238000000000003,0.968,Alagoinhas,Brazil,12.05S,37.81W
1914-09-01,24.248,0.991,Alagoinhas,Brazil,12.05S,37.81W
1914-10-01,25.122,0.5760000000000001,Alagoinhas,Brazil,12.05S,37.81W
1914-11-01,25.882,0.852,Alagoinhas,Brazil,12.05S,37.81W
1914-12-01,25.934,0.7490000000000001,Alagoinhas,Brazil,12.05S,37.81W
1915-01-01,26.138,1.146,Alagoinhas,Brazil,12.05S,37.81W
1915-02-01,26.565,1.97,Alagoinhas,Brazil,12.05S,37.81W
1915-03-01,27.141,2.04,Alagoinhas,Brazil,12.05S,37.81W
1915-04-01,26.395,2.066,Alagoinhas,Brazil,12.05S,37.81W
1915-05-01,25.733,2.481,Alagoinhas,Brazil,12.05S,37.81W
1915-06-01,24.697000000000006,1.4409999999999998,Alagoinhas,Brazil,12.05S,37.81W
1915-07-01,23.678,1.35,Alagoinhas,Brazil,12.05S,37.81W
1915-08-01,23.839000000000002,0.7829999999999999,Alagoinhas,Brazil,12.05S,37.81W
1915-09-01,24.167,0.91,Alagoinhas,Brazil,12.05S,37.81W
1915-10-01,25.025,0.578,Alagoinhas,Brazil,12.05S,37.81W
1915-11-01,25.764,0.494,Alagoinhas,Brazil,12.05S,37.81W
1915-12-01,25.736,0.517,Alagoinhas,Brazil,12.05S,37.81W
1916-01-01,26.101999999999997,0.9570000000000001,Alagoinhas,Brazil,12.05S,37.81W
1916-02-01,26.75,0.696,Alagoinhas,Brazil,12.05S,37.81W
1916-03-01,25.81,0.653,Alagoinhas,Brazil,12.05S,37.81W
1916-04-01,25.572,0.716,Alagoinhas,Brazil,12.05S,37.81W
1916-05-01,24.831,0.7859999999999999,Alagoinhas,Brazil,12.05S,37.81W
1916-06-01,23.833,0.606,Alagoinhas,Brazil,12.05S,37.81W
1916-07-01,22.944000000000003,0.544,Alagoinhas,Brazil,12.05S,37.81W
1916-08-01,23.206999999999997,0.524,Alagoinhas,Brazil,12.05S,37.81W
1916-09-01,23.963,0.626,Alagoinhas,Brazil,12.05S,37.81W
1916-10-01,24.647,0.515,Alagoinhas,Brazil,12.05S,37.81W
1916-11-01,25.373,0.43,Alagoinhas,Brazil,12.05S,37.81W
1916-12-01,25.246,0.5920000000000001,Alagoinhas,Brazil,12.05S,37.81W
1917-01-01,25.486,1.1909999999999998,Alagoinhas,Brazil,12.05S,37.81W
1917-02-01,25.840000000000003,1.955,Alagoinhas,Brazil,12.05S,37.81W
1917-03-01,25.881,1.3459999999999999,Alagoinhas,Brazil,12.05S,37.81W
1917-04-01,25.243,0.904,Alagoinhas,Brazil,12.05S,37.81W
1917-05-01,24.364,1.62,Alagoinhas,Brazil,12.05S,37.81W
1917-06-01,22.676,1.104,Alagoinhas,Brazil,12.05S,37.81W
1917-07-01,22.686,0.92,Alagoinhas,Brazil,12.05S,37.81W
1917-08-01,22.839000000000002,0.578,Alagoinhas,Brazil,12.05S,37.81W
1917-09-01,23.815,0.621,Alagoinhas,Brazil,12.05S,37.81W
1917-10-01,25.028000000000002,0.483,Alagoinhas,Brazil,12.05S,37.81W
1917-11-01,25.623,0.685,Alagoinhas,Brazil,12.05S,37.81W
1917-12-01,25.662,1.3019999999999998,Alagoinhas,Brazil,12.05S,37.81W
1918-01-01,25.813000000000002,0.7809999999999999,Alagoinhas,Brazil,12.05S,37.81W
1918-02-01,25.71,0.885,Alagoinhas,Brazil,12.05S,37.81W
1918-03-01,26.07,1.258,Alagoinhas,Brazil,12.05S,37.81W
1918-04-01,25.316,0.85,Alagoinhas,Brazil,12.05S,37.81W
1918-05-01,24.967,0.574,Alagoinhas,Brazil,12.05S,37.81W
1918-06-01,23.811999999999998,0.765,Alagoinhas,Brazil,12.05S,37.81W
1918-07-01,23.093000000000004,0.6409999999999999,Alagoinhas,Brazil,12.05S,37.81W
1918-08-01,22.741999999999997,0.611,Alagoinhas,Brazil,12.05S,37.81W
1918-09-01,23.96,0.485,Alagoinhas,Brazil,12.05S,37.81W
1918-10-01,25.22,0.705,Alagoinhas,Brazil,12.05S,37.81W
1918-11-01,25.752,0.631,Alagoinhas,Brazil,12.05S,37.81W
1918-12-01,25.566999999999997,0.726,Alagoinhas,Brazil,12.05S,37.81W
1919-01-01,25.855,0.5770000000000001,Alagoinhas,Brazil,12.05S,37.81W
1919-02-01,26.254,1.383,Alagoinhas,Brazil,12.05S,37.81W
1919-03-01,26.332,1.801,Alagoinhas,Brazil,12.05S,37.81W
1919-04-01,26.0,1.982,Alagoinhas,Brazil,12.05S,37.81W
1919-05-01,25.276999999999997,1.973,Alagoinhas,Brazil,12.05S,37.81W
1919-06-01,24.23,1.6640000000000001,Alagoinhas,Brazil,12.05S,37.81W
1919-07-01,23.125,1.0759999999999998,Alagoinhas,Brazil,12.05S,37.81W
1919-08-01,23.230999999999998,0.511,Alagoinhas,Brazil,12.05S,37.81W
1919-09-01,24.041,0.7859999999999999,Alagoinhas,Brazil,12.05S,37.81W
